gene symbol,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:High,Proteomics-DB:High,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
SMG1,0.105320134,No data,No data,No data,No data,No data,No data,0.52660067,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,TRUE,,,,,,
MAPT,0.10530316,No data,No data,No data,No data,0.029566388,No data,0.519124204,microtubule associated protein tau,TRUE,,,,,,
PRKRA,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,protein activator of interferon induced protein kinase EIF2AK2,TRUE,,,,,,
SLC7A8,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,solute carrier family 7 member 8,TRUE,,,,,,
DNAAF4,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,dynein axonemal assembly factor 4,TRUE,,,,,,
DRC1,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,dynein regulatory complex subunit 1,TRUE,,,,,,
DNAI1,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,dynein axonemal intermediate chain 1,TRUE,,,,,,
GRXCR2,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,glutaredoxin and cysteine rich domain containing 2,TRUE,,,,,,
CS,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,citrate synthase,TRUE,,,,,,
SYNJ2,0.105227598,No data,No data,No data,No data,No data,No data,0.526137988,synaptojanin 2,TRUE,,,,,,
HTR1B,0.105215091,No data,No data,No data,No data,No data,No data,0.526075456,5-hydroxytryptamine receptor 1B,TRUE,,,,,,
GCGR,0.10514629,No data,No data,No data,No data,No data,No data,0.52573145,glucagon receptor,TRUE,,,,,,
TAF4B,0.105142235,No data,No data,No data,No data,0.012935295,No data,0.52247735,TATA-box binding protein associated factor 4b,TRUE,,,,,,
TMEM248,0.10514167,No data,No data,No data,No data,No data,No data,0.525708351,transmembrane protein 248,TRUE,,,,,,
WRN,0.10514167,No data,No data,No data,No data,No data,No data,0.525708351,WRN RecQ like helicase,TRUE,,,,,,
FGF10,0.105123653,No data,No data,No data,No data,No data,No data,0.525618266,fibroblast growth factor 10,TRUE,,,,,,
SMPD3,0.105109794,No data,No data,No data,No data,No data,No data,0.52554897,sphingomyelin phosphodiesterase 3,TRUE,,,,,,
PSEN1,0.104997791,No data,No data,No data,No data,No data,No data,0.524988954,presenilin 1,TRUE,,,,,,
ACOT13,0.104974023,No data,No data,No data,No data,No data,No data,0.524870113,acyl-CoA thioesterase 13,TRUE,,,,,,
NUCKS1,0.104968622,No data,No data,No data,No data,No data,No data,0.524843112,nuclear casein kinase and cyclin dependent kinase substrate 1,TRUE,,,,,,
DERL2,0.104965247,No data,No data,No data,No data,No data,No data,0.524826236,derlin 2,TRUE,,,,,,
PHOX2A,0.104965247,No data,No data,No data,No data,No data,No data,0.524826236,paired like homeobox 2A,TRUE,,,,,,
INPPL1,0.104965247,No data,No data,No data,No data,No data,No data,0.524826236,inositol polyphosphate phosphatase like 1,TRUE,,,,,,
TERB1,0.10494297,No data,No data,No data,No data,No data,No data,0.524714848,telomere repeat binding bouquet formation protein 1,TRUE,,,,,,
SLC12A2,0.104938863,No data,No data,No data,No data,No data,No data,0.524694316,solute carrier family 12 member 2,TRUE,,,,,,
SFN,0.104901094,No data,No data,No data,No data,No data,No data,0.524505471,stratifin,TRUE,,,,,,
CUX1,0.104880142,No data,No data,No data,No data,No data,No data,0.52440071,cut like homeobox 1,TRUE,,,,,,
MAFB,0.10484953,No data,No data,No data,No data,No data,No data,0.524247648,MAF bZIP transcription factor B,TRUE,,,,,,
CAMSAP3,0.104780406,No data,No data,No data,No data,No data,No data,0.523902029,calmodulin regulated spectrin associated protein family member 3,TRUE,,,,,,
JAK1,0.104765212,No data,No data,No data,No data,No data,No data,0.52382606,Janus kinase 1,TRUE,,,,,,
TWIST2,0.104765212,No data,No data,No data,No data,No data,No data,0.52382606,twist family bHLH transcription factor 2,TRUE,,,,,,
HNF4G,0.104752685,No data,No data,No data,No data,No data,No data,0.523763427,hepatocyte nuclear factor 4 gamma,TRUE,,,,,,
DCLRE1C,0.104752685,No data,No data,No data,No data,No data,No data,0.523763427,DNA cross-link repair 1C,TRUE,,,,,,
PER2,0.104747285,No data,No data,No data,No data,No data,No data,0.523736426,period circadian regulator 2,TRUE,,,,,,
PIK3C2A,0.104709826,No data,No data,No data,No data,0.007391597,No data,0.521701233,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,TRUE,,,,,,
TDRD12,0.104704841,No data,No data,No data,No data,No data,No data,0.523524206,tudor domain containing 12,TRUE,,,,,,
RBM5,0.104704841,No data,No data,No data,No data,No data,No data,0.523524206,RNA binding motif protein 5,TRUE,,,,,,
POMZP3,0.104680927,No data,No data,No data,No data,No data,No data,0.523404637,POM121 and ZP3 fusion,TRUE,,,,,,
SLC22A5,0.104677899,No data,No data,No data,No data,No data,No data,0.523389494,solute carrier family 22 member 5,TRUE,,,,,,
SYCE1,0.104672766,No data,No data,No data,No data,No data,No data,0.523363829,synaptonemal complex central element protein 1,TRUE,,,,,,
NPHP1,0.104646331,No data,No data,No data,No data,0.117123962,No data,0.493950662,nephrocystin 1,TRUE,,,,,,
DIP2C,0.104616559,No data,No data,No data,No data,No data,No data,0.523082794,disco interacting protein 2 homolog C,TRUE,,,,,,
FADS2,0.104581438,0.000196451,No data,No data,No data,No data,No data,0.522661627,fatty acid desaturase 2,TRUE,,,,,,
CHGA,0.104527757,No data,No data,No data,No data,0.088873689,No data,0.500420363,chromogranin A,TRUE,,,,,,
ALK,0.104523856,No data,No data,No data,No data,0.036957985,No data,0.513379783,ALK receptor tyrosine kinase,TRUE,,,,,,
GATA5,0.104449683,No data,No data,No data,No data,No data,No data,0.522248416,GATA binding protein 5,TRUE,,,,,,
RANBP9,0.104430229,No data,No data,No data,No data,No data,No data,0.522151145,RAN binding protein 9,TRUE,,,,,,
TRPC5,0.104356152,No data,No data,No data,No data,No data,No data,0.521780761,transient receptor potential cation channel subfamily C member 5,TRUE,,,,,,
PDGFB,0.104353695,No data,No data,No data,No data,No data,No data,0.521768476,platelet derived growth factor subunit B,TRUE,,,,,,
RAD21L1,0.104350307,No data,No data,No data,No data,No data,No data,0.521751537,RAD21 cohesin complex component like 1,TRUE,,,,,,
CCNI,0.104340247,No data,No data,No data,No data,No data,No data,0.521701233,cyclin I,TRUE,,,,,,
MOCS2,0.104340247,No data,No data,No data,No data,No data,No data,0.521701233,molybdenum cofactor synthesis 2,TRUE,,,,,,
GRHPR,0.104340247,No data,No data,No data,No data,No data,No data,0.521701233,glyoxylate and hydroxypyruvate reductase,TRUE,,,,,,
POU3F3,0.104340247,No data,No data,No data,No data,No data,No data,0.521701233,POU class 3 homeobox 3,TRUE,,,,,,
CDKN2A,0.104288198,No data,No data,No data,No data,0.115589117,No data,0.492543713,cyclin dependent kinase inhibitor 2A,TRUE,,,,,,
JAG1,0.10423253,No data,No data,No data,No data,0.055796292,No data,0.507213579,jagged canonical Notch ligand 1,TRUE,,,,,,
FAM170A,0.104190426,No data,No data,No data,No data,No data,No data,0.52095213,family with sequence similarity 170 member A,TRUE,,,,,,
PARL,0.104136721,No data,No data,No data,No data,No data,No data,0.520683605,presenilin associated rhomboid like,TRUE,,,,,,
GRID2,0.104122708,No data,No data,No data,No data,No data,No data,0.520613539,glutamate ionotropic receptor delta type subunit 2,TRUE,,,,,,
ACVR2B,0.104109395,No data,No data,No data,No data,0.007391597,No data,0.518699074,activin A receptor type 2B,TRUE,,,,,,
BMP5,0.10408806,No data,No data,No data,No data,No data,No data,0.520440298,bone morphogenetic protein 5,TRUE,,,,,,
NKX2-1,0.104071839,No data,No data,No data,No data,No data,No data,0.520359196,NK2 homeobox 1,TRUE,,,,,,
ASPH,0.103991517,No data,No data,No data,No data,No data,No data,0.519957586,aspartate beta-hydroxylase,TRUE,,,,,,
MLH3,0.103928935,No data,No data,No data,No data,0.070117511,No data,0.502115297,mutL homolog 3,TRUE,,,,,,
WARS1,0.103824841,No data,No data,No data,No data,No data,No data,0.519124204,tryptophanyl-tRNA synthetase 1,TRUE,,,,,,
APC,0.103764934,No data,No data,No data,No data,0.026794539,No data,0.512126035,APC regulator of WNT signaling pathway,TRUE,,,,,,
TSC22D3,0.103759904,No data,No data,No data,No data,No data,No data,0.518799518,TSC22 domain family member 3,TRUE,,,,,,
BAG6,0.103739815,No data,No data,No data,No data,No data,No data,0.518699074,BAG cochaperone 6,TRUE,,,,,,
MAZ,0.103739815,No data,No data,No data,No data,No data,No data,0.518699074,MYC associated zinc finger protein,TRUE,,,,,,
CRYAA2,0.103739247,No data,No data,No data,No data,No data,No data,0.518696235,crystallin alpha A2,TRUE,,,,,,
CRYAA,0.103739247,No data,No data,No data,No data,No data,No data,0.518696235,crystallin alpha A,TRUE,,,,,,
NPFFR1,0.103653495,No data,No data,No data,No data,No data,No data,0.518267477,neuropeptide FF receptor 1,TRUE,,,,,,
MRC1,0.103653495,No data,No data,No data,No data,No data,No data,0.518267477,mannose receptor C-type 1,TRUE,,,,,,
RSPO1,0.103641022,No data,No data,No data,No data,No data,No data,0.51820511,R-spondin 1,TRUE,,,,,,
SPTB,0.103546081,No data,No data,No data,No data,No data,No data,0.517730405,"spectrin beta, erythrocytic",TRUE,,,,,,
CMPK1,0.103530764,No data,No data,No data,No data,0.04738527,No data,0.505807502,cytidine/uridine monophosphate kinase 1,TRUE,,,,,,
TP73,0.103194908,No data,No data,No data,No data,0.05174118,No data,0.503039247,tumor protein p73,TRUE,,,,,,
TCOF1,0.103188593,No data,No data,No data,No data,No data,No data,0.515942963,treacle ribosome biogenesis factor 1,TRUE,,,,,,
ZNF521,0.103153669,No data,No data,No data,No data,No data,No data,0.515768347,zinc finger protein 521,TRUE,,,,,,
MCOLN1,0.103071715,No data,No data,No data,No data,No data,No data,0.515358575,mucolipin TRP cation channel 1,TRUE,,,,,,
SLC6A6,0.103071715,No data,No data,No data,No data,No data,No data,0.515358575,solute carrier family 6 member 6,TRUE,,,,,,
NPHS1,0.103016843,No data,No data,No data,No data,No data,No data,0.515084213,"NPHS1 adhesion molecule, nephrin",TRUE,,,,,,
CLN8,0.102951602,No data,No data,No data,No data,No data,No data,0.514758008,CLN8 transmembrane ER and ERGIC protein,TRUE,,,,,,
AP1G1,0.102951602,No data,No data,No data,No data,No data,No data,0.514758008,adaptor related protein complex 1 subunit gamma 1,TRUE,,,,,,
GUCY1B1,0.102917723,No data,No data,0.102917723,No data,No data,No data,No data,guanylate cyclase 1 soluble subunit beta 1,TRUE,,,,,,
GUCY1B2,0.102917723,No data,No data,0.102917723,No data,No data,No data,No data,guanylate cyclase 1 soluble subunit beta 2 (pseudogene),TRUE,,,,,,
F2R,0.102892808,No data,No data,No data,No data,0.052817116,No data,0.501259761,coagulation factor II thrombin receptor,TRUE,,,,,,
RNF168,0.102869263,No data,No data,No data,No data,No data,No data,0.514346317,ring finger protein 168,TRUE,,,,,,
IQCG,0.102859977,No data,No data,No data,No data,No data,No data,0.514299883,IQ motif containing G,TRUE,,,,,,
GRN,0.102835492,No data,No data,No data,No data,0.007391597,No data,0.51232956,granulin precursor,TRUE,,,,,,
E2F1,0.102784669,No data,No data,No data,No data,0.046505465,No data,0.502296976,E2F transcription factor 1,TRUE,,,,,,
EMX2,0.102768608,No data,No data,No data,No data,0.064676475,No data,0.497673922,empty spiracles homeobox 2,TRUE,,,,,,
MARCHF8,0.102694644,No data,No data,No data,No data,No data,No data,0.513473221,membrane associated ring-CH-type finger 8,TRUE,,,,,,
CSMD1,0.102694644,No data,No data,No data,No data,No data,No data,0.513473221,CUB and Sushi multiple domains 1,TRUE,,,,,,
SOD2,0.102684939,No data,No data,No data,No data,0.103200041,No data,0.487624687,superoxide dismutase 2,TRUE,,,,,,
AKR1B10,0.10268399,No data,No data,No data,No data,No data,No data,0.513419952,aldo-keto reductase family 1 member B10,TRUE,,,,,,
RAPGEF3,0.10268399,No data,No data,No data,No data,No data,No data,0.513419952,Rap guanine nucleotide exchange factor 3,TRUE,,,,,,
HINT2,0.10268399,No data,No data,No data,No data,No data,No data,0.513419952,histidine triad nucleotide binding protein 2,TRUE,,,,,,
ADRA2A,0.102680782,No data,No data,No data,No data,0.044349583,No data,0.502316513,adrenoceptor alpha 2A,TRUE,,,,,,
LIPE,0.102650702,No data,No data,No data,No data,0.036957985,No data,0.504014014,"lipase E, hormone sensitive type",TRUE,,,,,,
DPP4,0.102604607,No data,No data,No data,No data,0.251314301,No data,0.45019446,dipeptidyl peptidase 4,TRUE,,,,,,
FABP4,0.102495992,No data,No data,No data,No data,0.040653784,No data,0.502316513,fatty acid binding protein 4,TRUE,,,,,,
EIF4EBP1,0.102490859,No data,No data,No data,No data,0.040551123,No data,0.502316513,eukaryotic translation initiation factor 4E binding protein 1,TRUE,,,,,,
REC114,0.102455749,No data,No data,No data,No data,0.036957985,No data,0.503039247,REC114 meiotic recombination protein,TRUE,,,,,,
CHRNA7,0.102450872,No data,No data,No data,No data,0.007391597,No data,0.510406462,cholinergic receptor nicotinic alpha 7 subunit,TRUE,,,,,,
RAD50,0.102450256,No data,No data,No data,No data,No data,No data,0.512251281,RAD50 double strand break repair protein,TRUE,,,,,,
NLRP1,0.102311202,No data,No data,No data,No data,0.036957985,No data,0.502316513,NLR family pyrin domain containing 1,TRUE,,,,,,
STX2,0.102276092,No data,No data,No data,No data,0.007391597,No data,0.509532559,syntaxin 2,TRUE,,,,,,
LAMA2,0.102127746,No data,No data,No data,No data,No data,No data,0.510638732,laminin subunit alpha 2,TRUE,,,,,,
C11orf80,0.102120817,No data,No data,No data,No data,No data,No data,0.510604084,chromosome 11 open reading frame 80,TRUE,,,,,,
CACNA2D2,0.10210588,No data,No data,No data,No data,0.036957985,No data,0.501289902,calcium voltage-gated channel auxiliary subunit alpha2delta 2,TRUE,,,,,,
SLIT2,0.10208545,No data,No data,No data,No data,0.018478993,No data,0.505807502,slit guidance ligand 2,TRUE,,,,,,
PCNA,0.10205537,No data,No data,No data,No data,0.028950422,No data,0.503039247,proliferating cell nuclear antigen,TRUE,,,,,,
DVL3,0.101968109,No data,No data,No data,No data,No data,No data,0.509840543,dishevelled segment polarity protein 3,TRUE,,,,,,
ALDH1A3,0.101958766,No data,No data,No data,No data,No data,No data,0.509793832,aldehyde dehydrogenase 1 family member A3,TRUE,,,,,,
HRH1,0.101865451,No data,No data,No data,No data,No data,No data,0.509327253,histamine receptor H1,TRUE,,,,,,
HDAC1,0.101854565,No data,No data,0.083155467,No data,0.092394964,No data,0.332917533,histone deacetylase 1,TRUE,,,,,,
SOST,0.101795123,No data,No data,No data,No data,0.067814824,No data,0.492021907,sclerostin,TRUE,,,,,,
GK,0.101725358,No data,No data,No data,No data,0.025241105,No data,0.502316513,glycerol kinase,TRUE,,,,,,
CRYGD,0.101701116,No data,No data,No data,No data,No data,No data,0.508505582,crystallin gamma D,TRUE,,,,,,
PEX7,0.101632154,No data,No data,No data,No data,0.007391597,No data,0.506312872,peroxisomal biogenesis factor 7,TRUE,,,,,,
GPRASP2,0.101629867,No data,No data,No data,No data,No data,No data,0.508149333,G protein-coupled receptor associated sorting protein 2,TRUE,,,,,,
HADHA,0.101572042,No data,No data,No data,No data,0.022174791,No data,0.502316513,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,TRUE,,,,,,
EGFR,0.101538854,No data,No data,No data,No data,0.093045272,No data,0.484432954,epidermal growth factor receptor,TRUE,,,,,,
MIR205,0.101492098,No data,No data,No data,No data,No data,No data,0.507460489,microRNA 205,TRUE,,,,,,
NCOA3,0.10142311,No data,No data,No data,No data,0.060980676,No data,0.491870379,nuclear receptor coactivator 3,TRUE,,,,,,
H6PD,0.101379039,No data,No data,No data,No data,0.018478993,No data,0.502275448,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,TRUE,,,,,,
NR1H4,0.101349559,No data,No data,No data,No data,No data,No data,0.506747796,nuclear receptor subfamily 1 group H member 4,TRUE,,,,,,
LRRK2,0.101337718,No data,No data,No data,No data,0.018478993,No data,0.502068843,leucine rich repeat kinase 2,TRUE,,,,,,
FURIN,0.101311078,No data,No data,No data,No data,0.079459669,No data,0.486690471,"furin, paired basic amino acid cleaving enzyme",TRUE,,,,,,
NIPBL,0.101311078,No data,No data,No data,No data,0.079459669,No data,0.486690471,NIPBL cohesin loading factor,TRUE,,,,,,
H3-3B,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,H3.3 histone B,TRUE,,,,,,
PLEKHA8,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,pleckstrin homology domain containing A8,TRUE,,,,,,
PCCB,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,propionyl-CoA carboxylase subunit beta,TRUE,,,,,,
DSPP,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,dentin sialophosphoprotein,TRUE,,,,,,
TDRP,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,testis development related protein,TRUE,,,,,,
MYOZ1,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,myozenin 1,TRUE,,,,,,
GPA33,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,glycoprotein A33,TRUE,,,,,,
H3-3A,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,H3.3 histone A,TRUE,,,,,,
BTBD17,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,BTB domain containing 17,TRUE,,,,,,
FAM72C,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,family with sequence similarity 72 member C,TRUE,,,,,,
EXOSC3,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,exosome component 3,TRUE,,,,,,
KLRB1,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,killer cell lectin like receptor B1,TRUE,,,,,,
RND3,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,Rho family GTPase 3,TRUE,,,,,,
PLXND1,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,plexin D1,TRUE,,,,,,
NACC1,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,nucleus accumbens associated 1,TRUE,,,,,,
ZDHHC5,0.1011615,No data,No data,No data,No data,No data,No data,0.505807502,zinc finger DHHC-type palmitoyltransferase 5,TRUE,,,,,,
