,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
1289,TCF3,ENSG00000152284,0.1006078493308354,No data,No data,No data,No data,No data,No data,0.5030392466541774,transcription factor 3,True,,,,,,
1290,ATP2B1,ENSG00000070961,0.1005145139917562,No data,No data,No data,No data,No data,No data,0.5025725699587815,ATPase plasma membrane Ca2+ transporting 1,True,,,,,,
1291,PROM1,ENSG00000007062,0.100489532446801,No data,No data,No data,No data,0.03398800069179562,No data,0.4939506620610561,prominin 1,True,,,,,,
1292,AQP7,ENSG00000165269,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,aquaporin 7,True,,,,,,
1293,ATP8A2,ENSG00000132932,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,ATPase phospholipid transporting 8A2,True,,,,,,
1294,EIF2S1,ENSG00000134001,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,eukaryotic translation initiation factor 2 subunit alpha,True,,,,,,
1295,SOCS7,ENSG00000274211,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,suppressor of cytokine signaling 7,True,,,,,,
1296,BAG3,ENSG00000151929,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,BAG cochaperone 3,True,,,,,,
1297,GK3P,ENSG00000229894,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,glycerol kinase 3 pseudogene,True,,,,,,
1298,GGA1,ENSG00000100083,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",True,,,,,,
1299,SLC37A4,ENSG00000137700,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,solute carrier family 37 member 4,True,,,,,,
1300,DGAT2,ENSG00000062282,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,diacylglycerol O-acyltransferase 2,True,,,,,,
1301,VIPR1,ENSG00000114812,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,vasoactive intestinal peptide receptor 1,True,,,,,,
1302,GGA2,ENSG00000103365,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",True,,,,,,
1303,GGA3,ENSG00000125447,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",True,,,,,,
1304,RRAGA,ENSG00000155876,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,Ras related GTP binding A,True,,,,,,
1305,ABCG1,ENSG00000160179,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,ATP binding cassette subfamily G member 1,True,,,,,,
1306,ACADS,ENSG00000122971,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,acyl-CoA dehydrogenase short chain,True,,,,,,
1307,ST3GAL5,ENSG00000115525,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",True,,,,,,
1308,FBP1,ENSG00000165140,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,fructose-bisphosphatase 1,True,,,,,,
1309,AGL,ENSG00000162688,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",True,,,,,,
1310,SLC25A13,ENSG00000004864,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,solute carrier family 25 member 13,True,,,,,,
1311,SLC52A3,ENSG00000101276,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,solute carrier family 52 member 3,True,,,,,,
1312,OXCT1,ENSG00000083720,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,3-oxoacid CoA-transferase 1,True,,,,,,
1313,ACSS1,ENSG00000154930,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,acyl-CoA synthetase short chain family member 1,True,,,,,,
1314,PPARD,ENSG00000112033,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,peroxisome proliferator activated receptor delta,True,,,,,,
1315,AVPR2,ENSG00000126895,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,arginine vasopressin receptor 2,True,,,,,,
1316,PYGL,ENSG00000100504,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,glycogen phosphorylase L,True,,,,,,
1317,KCNB1,ENSG00000158445,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,potassium voltage-gated channel subfamily B member 1,True,,,,,,
1318,PTF1A,ENSG00000168267,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,pancreas associated transcription factor 1a,True,,,,,,
1319,ABCC9,ENSG00000069431,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,ATP binding cassette subfamily C member 9,True,,,,,,
1320,TRAF3,ENSG00000131323,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,TNF receptor associated factor 3,True,,,,,,
1321,KLF15,ENSG00000163884,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,Kruppel like factor 15,True,,,,,,
1322,ZBTB20,ENSG00000181722,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,zinc finger and BTB domain containing 20,True,,,,,,
1323,UBR1,ENSG00000159459,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,ubiquitin protein ligase E3 component n-recognin 1,True,,,,,,
1324,ACADVL,ENSG00000072778,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,acyl-CoA dehydrogenase very long chain,True,,,,,,
1325,HLTF,ENSG00000071794,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,helicase like transcription factor,True,,,,,,
1326,MARK3,ENSG00000075413,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,microtubule affinity regulating kinase 3,True,,,,,,
1327,ACADL,ENSG00000115361,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,acyl-CoA dehydrogenase long chain,True,,,,,,
1328,ARX,ENSG00000004848,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,aristaless related homeobox,True,F,CTB,—,,—,True
1329,PCK1,ENSG00000124253,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,phosphoenolpyruvate carboxykinase 1,True,,,,,,
1330,MYO5B,ENSG00000167306,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,myosin VB,True,,,,,,
1331,ENTPD5,ENSG00000187097,0.1004633025432254,No data,No data,No data,No data,No data,No data,0.5023165127161273,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),True,,,,,,
1332,CELSR1,ENSG00000075275,0.1004593952628729,No data,No data,No data,No data,No data,No data,0.5022969763143644,cadherin EGF LAG seven-pass G-type receptor 1,True,,,,,,
1333,GLRB,ENSG00000109738,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,glycine receptor beta,True,,,,,,
1334,STK26,ENSG00000134602,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,serine/threonine kinase 26,True,,,,,,
1335,TRABD2B,ENSG00000269113,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,TraB domain containing 2B,True,,,,,,
1336,C3orf70,ENSG00000187068,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,chromosome 3 open reading frame 70,True,,,,,,
1337,BMERB1,ENSG00000166780,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,bMERB domain containing 1,True,,,,,,
1338,FCMR,ENSG00000162894,0.1004550896575658,No data,No data,No data,No data,No data,No data,0.5022754482878291,Fc fragment of IgM receptor,True,,,,,,
1339,AK7,ENSG00000140057,0.1004364566732254,No data,No data,No data,No data,No data,No data,0.5021822833661272,adenylate kinase 7,True,,,,,,
1340,ACER1,ENSG00000167769,0.1004348490008575,No data,No data,No data,No data,No data,No data,0.502174245004288,alkaline ceramidase 1,True,,,,,,
1341,LFNG,ENSG00000106003,0.1004271658463229,No data,No data,No data,No data,No data,No data,0.5021358292316148,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,True,,,,,,
1342,C14orf39,ENSG00000179008,0.1004230594034931,No data,No data,No data,No data,No data,No data,0.5021152970174657,chromosome 14 open reading frame 39,True,,,,,,
1343,YBX2,ENSG00000006047,0.1004230594034931,No data,No data,No data,No data,No data,No data,0.5021152970174657,Y-box binding protein 2,True,,,,,,
1344,CNTD1,ENSG00000176563,0.1004230594034931,No data,No data,No data,No data,No data,No data,0.5021152970174657,cyclin N-terminal domain containing 1,True,,,,,,
1345,FBXO43,ENSG00000156509,0.1004230594034931,No data,No data,No data,No data,No data,No data,0.5021152970174657,F-box protein 43,True,,,,,,
1346,SYCE3,ENSG00000217442,0.1004230594034931,No data,No data,No data,No data,No data,No data,0.5021152970174657,synaptonemal complex central element protein 3,True,,,,,,
1347,SYCP1,ENSG00000198765,0.1004228540813516,No data,No data,No data,No data,0.014783194187388073,No data,0.4984184718599112,synaptonemal complex protein 1,True,,,,,,
1348,CREBRF,ENSG00000164463,0.1003829476699313,No data,No data,No data,No data,0.03695798546847018,No data,0.49267524198253926,CREB3 regulatory factor,True,,,,,,
1349,TGFB2,ENSG00000092969,0.1003015086957301,No data,No data,No data,No data,No data,No data,0.5015075434786508,transforming growth factor beta 2,True,,,,,,
1350,MYH6,ENSG00000197616,0.1002651502509148,No data,No data,No data,No data,No data,No data,0.5013257512545742,myosin heavy chain 6,True,,,,,,
1351,RALGAPA1,ENSG00000174373,0.1002519521436598,No data,No data,No data,No data,No data,No data,0.5012597607182989,Ral GTPase activating protein catalytic subunit alpha 1,True,,,,,,
1352,ATOH7,ENSG00000179774,0.1001286828895725,No data,No data,No data,No data,No data,No data,0.5006434144478626,atonal bHLH transcription factor 7,True,,,,,,
1353,CHGB,ENSG00000089199,0.1001105077736077,No data,No data,No data,No data,0.08075627808072972,No data,0.480363469347856,chromogranin B,True,,,,,,
1354,KASH5,ENSG00000161609,0.1000994717085025,No data,No data,No data,No data,No data,No data,0.5004973585425126,KASH domain containing 5,True,,,,,,
1355,SYT1,ENSG00000067715,0.1000840725478906,No data,No data,No data,No data,No data,No data,0.5004203627394533,synaptotagmin 1,True,,,,,,
1356,AQP2,ENSG00000167580,0.1000565080503954,No data,No data,No data,No data,0.0425016832887407,No data,0.489657119429792,aquaporin 2,True,,,,,,
1357,SPTBN1,ENSG00000115306,0.1000428027974508,No data,No data,No data,No data,No data,No data,0.5002140139872544,"spectrin beta, non-erythrocytic 1",True,,,,,,
1358,NANOS2,ENSG00000188425,0.1000072820669728,No data,No data,No data,No data,No data,No data,0.5000364103348642,nanos C2HC-type zinc finger 2,True,,,,,,
1359,AMBP,ENSG00000106927,0.0999499971894967,No data,No data,No data,No data,No data,No data,0.49974998594748354,alpha-1-microglobulin/bikunin precursor,True,,,,,,
1360,ZCWPW1,ENSG00000078487,0.0998422030652136,No data,No data,No data,No data,No data,No data,0.4992110153260684,zinc finger CW-type and PWWP domain containing 1,True,,,,,,
1361,NCOA6,ENSG00000198646,0.0997931310733972,No data,No data,No data,No data,No data,No data,0.49896565536698606,nuclear receptor coactivator 6,True,,,,,,
1362,GNGT1,ENSG00000127928,0.0997140820489229,No data,No data,No data,No data,0.01847899273423509,No data,0.4939506620610561,G protein subunit gamma transducin 1,True,,,,,,
1363,ZIC2,ENSG00000043355,0.0996990422020587,No data,No data,No data,No data,0.03695798546847018,No data,0.48925571464317613,Zic family member 2,True,,,,,,
1364,MEIOC,ENSG00000180336,0.0996836943719822,No data,No data,No data,No data,No data,No data,0.4984184718599112,meiosis specific with coiled-coil domain,True,,,,,,
1365,SWSAP1,ENSG00000173928,0.0996836943719822,No data,No data,No data,No data,No data,No data,0.4984184718599112,SWIM-type zinc finger 7 associated protein 1,True,,,,,,
1366,NDUFA8,ENSG00000119421,0.0993985019174505,No data,No data,0.08223151766734614,No data,No data,No data,0.343339685002088,NADH:ubiquinone oxidoreductase subunit A8,True,,,,,,
1367,CCR2,ENSG00000121807,0.0993445021942383,No data,No data,No data,No data,0.011087395640541052,No data,0.4939506620610561,C-C motif chemokine receptor 2,True,,,,,,
1368,LTBP3,ENSG00000119681,0.0992662785647728,No data,No data,No data,No data,No data,No data,0.4963313928238643,latent transforming growth factor beta binding protein 3,True,,,,,,
1369,BCL2L2,ENSG00000258643,0.0992081682922879,No data,No data,No data,No data,No data,No data,0.49604084146143956,BCL2 like 2,True,,,,,,
1370,UTP14A,ENSG00000156697,0.0992081682922879,No data,No data,No data,No data,No data,No data,0.49604084146143956,UTP14A small subunit processome component,True,,,,,,
1371,UTP14C,ENSG00000253797,0.0992081682922879,No data,No data,No data,No data,No data,No data,0.49604084146143956,UTP14C small subunit processome component,True,,,,,,
1372,NR2E3,ENSG00000278570,0.0991597122668959,No data,No data,No data,No data,0.007391597093694037,No data,0.4939506620610561,nuclear receptor subfamily 2 group E member 3,True,,,,,,
1373,CHSY1,ENSG00000131873,0.0991597122668959,No data,No data,No data,No data,0.007391597093694037,No data,0.4939506620610561,chondroitin sulfate synthase 1,True,,,,,,
1374,TRH,ENSG00000170893,0.0990992869121328,No data,No data,No data,No data,0.17307713948838468,No data,0.4522271496885682,thyrotropin releasing hormone,True,,,,,,
1375,SP6,ENSG00000189120,0.0990489923020966,No data,No data,No data,No data,No data,No data,0.4952449615104832,Sp6 transcription factor,True,,,,,,
1376,FECH,ENSG00000066926,0.0990296920207964,No data,No data,No data,No data,No data,No data,0.4951484601039822,ferrochelatase,True,,,,,,
1377,TCF7,ENSG00000081059,0.0990161920899933,No data,No data,No data,No data,No data,No data,0.4950809604499668,transcription factor 7,True,,,,,,
1378,CASR,ENSG00000036828,0.0988839646308728,No data,No data,No data,No data,0.01847899273423509,No data,0.48980007497080547,calcium sensing receptor,True,,,,,,
1379,OPN4,ENSG00000122375,0.0988835539865898,No data,No data,No data,No data,No data,No data,0.4944177699329493,opsin 4,True,,,,,,
1380,HMGCR,ENSG00000113161,0.0988112805927848,No data,No data,0.09881128059278485,No data,No data,No data,No data,3-hydroxy-3-methylglutaryl-CoA reductase,True,,,,,,
1381,FOXD1,ENSG00000251493,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,forkhead box D1,True,,,,,,
1382,POMGNT1,ENSG00000085998,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",True,,,,,,
1383,GNAT1,ENSG00000114349,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,G protein subunit alpha transducin 1,True,,,,,,
1384,CD46,ENSG00000117335,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,CD46 molecule,True,,,,,,
1385,ROM1,ENSG00000149489,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,retinal outer segment membrane protein 1,True,,,,,,
1386,MFSD2A,ENSG00000168389,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,major facilitator superfamily domain containing 2A,True,,,,,,
1387,C1QTNF5,ENSG00000235718,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,C1q and TNF related 5,True,,,,,,
1388,PRKCQ,ENSG00000065675,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,protein kinase C theta,True,,,,,,
1389,CHTOP,ENSG00000160679,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,chromatin target of PRMT1,True,,,,,,
1390,POLG2,ENSG00000256525,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,"DNA polymerase gamma 2, accessory subunit",True,,,,,,
1391,SLC1A3,ENSG00000079215,0.0987901324122112,No data,No data,No data,No data,No data,No data,0.4939506620610561,solute carrier family 1 member 3,True,,,,,,
